"name","Rk","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Gls","Ast","G.A","G.PK","PK","PKatt","CrdY","CrdR","xG","npxG","xAG","npxG.xAG","PrgC","PrgP","PrgR","G.A.PK","xG.xAG","Rk_stats_shooting","Nation_stats_shooting","Pos_stats_shooting","Comp_stats_shooting","Age_stats_shooting","Born_stats_shooting","X90s_stats_shooting","Gls_stats_shooting","Sh","SoT","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","PK_stats_shooting","PKatt_stats_shooting","xG_stats_shooting","npxG_stats_shooting","npxG.Sh","G.xG","np.G.xG","Rk_stats_passing","Nation_stats_passing","Pos_stats_passing","Comp_stats_passing","Age_stats_passing","Born_stats_passing","X90s_stats_passing","Cmp","Att","Cmp.","TotDist","PrgDist","Ast_stats_passing","xAG_stats_passing","xA","A.xAG","KP","X1.3","PPA","CrsPA","PrgP_stats_passing","Rk_stats_passing_types","Nation_stats_passing_types","Pos_stats_passing_types","Comp_stats_passing_types","Age_stats_passing_types","Born_stats_passing_types","X90s_stats_passing_types","Att_stats_passing_types","Live","Dead","FK_stats_passing_types","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp_stats_passing_types","Off","Blocks","Rk_stats_gca","Nation_stats_gca","Pos_stats_gca","Comp_stats_gca","Age_stats_gca","Born_stats_gca","X90s_stats_gca","SCA","SCA90","PassLive","PassDead","TO","Sh_stats_gca","Fld","Def","GCA","GCA90","Rk_stats_defense","Nation_stats_defense","Pos_stats_defense","Comp_stats_defense","Age_stats_defense","Born_stats_defense","X90s_stats_defense","Tkl","TklW","Def.3rd","Mid.3rd","Att.3rd","Att_stats_defense","Tkl.","Lost","Blocks_stats_defense","Sh_stats_defense","Pass","Int","Tkl.Int","Clr","Err","Rk_stats_possession","Nation_stats_possession","Pos_stats_possession","Comp_stats_possession","Age_stats_possession","Born_stats_possession","X90s_stats_possession","Touches","Def.Pen","Def.3rd_stats_possession","Mid.3rd_stats_possession","Att.3rd_stats_possession","Att.Pen","Live_stats_possession","Att_stats_possession","Succ","Succ.","Tkld","Tkld.","Carries","TotDist_stats_possession","PrgDist_stats_possession","PrgC_stats_possession","X1.3_stats_possession","CPA","Mis","Dis","Rec","PrgR_stats_possession","Rk_stats_playing_time","Nation_stats_playing_time","Pos_stats_playing_time","Comp_stats_playing_time","Age_stats_playing_time","Born_stats_playing_time","MP_stats_playing_time","Min_stats_playing_time","Mn.MP","Min.","X90s_stats_playing_time","Starts_stats_playing_time","Mn.Start","Compl","Subs","Mn.Sub","unSub","PPM","onG","onGA","X...","X...90","On.Off","onxG","onxGA","xG...","xG...90","Rk_stats_misc","Nation_stats_misc","Pos_stats_misc","Comp_stats_misc","Age_stats_misc","Born_stats_misc","X90s_stats_misc","CrdY_stats_misc","CrdR_stats_misc","X2CrdY","Fls","Fld_stats_misc","Off_stats_misc","Crs_stats_misc","Int_stats_misc","TklW_stats_misc","PKwon","PKcon","OG","Recov","Won","Lost_stats_misc","Won.","Rk_stats_keeper","Nation_stats_keeper","Pos_stats_keeper","Comp_stats_keeper","Age_stats_keeper","Born_stats_keeper","MP_stats_keeper","Starts_stats_keeper","Min_stats_keeper","X90s_stats_keeper","GA","GA90","SoTA","Saves","Save.","W","D","L","CS","CS.","PKatt_stats_keeper","PKA","PKsv","PKm","Rk_stats_keeper_adv","Nation_stats_keeper_adv","Pos_stats_keeper_adv","Comp_stats_keeper_adv","Age_stats_keeper_adv","Born_stats_keeper_adv","X90s_stats_keeper_adv","GA_stats_keeper_adv","PKA_stats_keeper_adv","FK_stats_keeper_adv","CK_stats_keeper_adv","OG_stats_keeper_adv","PSxG","PSxG.SoT","PSxG...","X.90","Cmp_stats_keeper_adv","Att_stats_keeper_adv","Cmp._stats_keeper_adv","Att..GK.","Thr","Launch.","AvgLen","Opp","Stp","Stp.","X.OPA","X.OPA.90","AvgDist","player_id","player_slug","player_name","player_image_url","name_in_home_country","date_of_birth","place_of_birth","country_of_birth","height","citizenship","is_eu","position","main_position","foot","current_club_id","current_club_name","joined","contract_expires","outfitter","social_media_url","player_agent_id","player_agent_name","contract_option","date_of_last_contract_extension","on_loan_from_club_id","on_loan_from_club_name","contract_there_expires","second_club_url","second_club_name","third_club_url","third_club_name","fourth_club_url","fourth_club_name","date_of_death","date_unix","value","date"
"Andy Diouf",743,"fr FRA","MF","Lens","fr Ligue 1",21,2003,34,27,2225,24.7,1,2,3,1,0,0,2,0,2.9,2.9,2.8,5.7,82,116,94,0.12,0.23,743,"fr FRA","MF","fr Ligue 1",21,2003,24.7,1,40,5,12.5,1.62,0.2,0.03,0.2,20,0,0,0,2.9,2.9,0.07,-1.9,-1.9,743,"fr FRA","MF","fr Ligue 1",21,2003,24.7,849,1068,79.5,11438,2865,2,2.8,3.3,-0.8,33,60,31,3,116,743,"fr FRA","MF","fr Ligue 1",21,2003,24.7,1068,1030,27,15,13,2,30,0,11,8,3,0,849,11,30,743,"fr FRA","MF","fr Ligue 1",21,2003,24.7,85,3.44,63,1,11,7,2,1,3,0.12,743,"fr FRA","MF","fr Ligue 1",21,2003,24.7,37,26,10,22,5,40,40,24,24,1,23,15,52,18,2,743,"fr FRA","MF","fr Ligue 1",21,2003,24.7,1367,23,158,741,505,51,1367,87,43,49.4,37,42.5,751,5197,2776,82,74,10,75,42,966,94,923,"fr FRA","MF","fr Ligue 1",21,2003,34,2225,65,72.7,24.7,27,77,8,7,22,0,1.53,27,23,4,0.16,0.27,36.4,31.9,4.5,0.18,743,"fr FRA","MF","fr Ligue 1",21,2003,24.7,2,0,0,43,21,2,30,15,26,0,1,0,154,18,31,36.7,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711976,"andy-diouf","Andy Diouf (711976)","https://img.a.transfermarkt.technology/portrait/header/711976-1756099849.jpg","Andy Alune Diouf","2003-05-17","Neuilly-sur-Seine","France",187,"France  Senegal","True","Midfield - Central Midfield","Midfield","left",46,"Inter Milan","2025-08-22","2030-06-30","adidas","http://www.instagram.com/diouf_andy/",220,"Gol International","","",NA,"","","","","","","","","","2025-06-02",1.5e+07,2025-06-02
"Andy Delort",695,"dz ALG","FW","Montpellier","fr Ligue 1",32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.2,4,6,20,0,0.38,695,"dz ALG","FW","fr Ligue 1",32,1991,6.7,0,17,6,35.3,2.52,0.89,0,0,15.7,0,0,0,1.3,1.3,0.08,-1.3,-1.3,695,"dz ALG","FW","fr Ligue 1",32,1991,6.7,54,110,49.1,650,179,0,0.9,0.5,-0.9,7,5,2,2,6,695,"dz ALG","FW","fr Ligue 1",32,1991,6.7,110,104,5,0,0,0,11,1,0,0,0,0,54,1,7,695,"dz ALG","FW","fr Ligue 1",32,1991,6.7,12,2.09,9,0,1,1,1,0,1,0.17,695,"dz ALG","FW","fr Ligue 1",32,1991,6.7,4,3,1,2,1,2,50,1,3,1,2,0,4,3,0,695,"dz ALG","FW","fr Ligue 1",32,1991,6.7,171,4,12,69,91,24,171,5,3,60,2,40,90,342,172,4,2,2,16,8,130,20,864,"dz ALG","FW","fr Ligue 1",32,1991,9,607,67,19.8,6.7,8,73,2,1,25,0,0,1,17,-16,-2.37,-0.9,5.4,10.6,-5.2,-0.9,695,"dz ALG","FW","fr Ligue 1",32,1991,6.7,1,0,0,11,12,10,11,0,3,0,0,0,9,27,33,45,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122797,"andy-delort","Andy Delort (122797)","https://img.a.transfermarkt.technology/portrait/header/122797-1593970837.jpg","أندي ديلور","1991-10-09","Sète","Algeria",181,"Algeria  France","True","Attack - Centre-Forward","Attack","right",1147,"AC Ajaccio","2025-09-10","","","http://www.instagram.com/andydelort9/",NA,"","","",NA,"","","","","","","","","","2025-09-09",0,2025-09-09
"Andrey Santos",2347,"br BRA","MF","Strasbourg","fr Ligue 1",20,2004,32,32,2855,31.7,10,3,13,10,0,0,8,0,5.1,5.1,3.3,8.4,29,149,26,0.41,0.27,2347,"br BRA","MF","fr Ligue 1",20,2004,31.7,10,46,16,34.8,1.45,0.5,0.22,0.63,16.2,0,0,0,5.1,5.1,0.11,4.9,4.9,2347,"br BRA","MF","fr Ligue 1",20,2004,31.7,1401,1588,88.2,23008,7859,3,3.3,2,-0.3,27,141,15,0,149,2347,"br BRA","MF","fr Ligue 1",20,2004,31.7,1588,1519,62,61,8,1,0,1,0,0,0,0,1401,7,23,2347,"br BRA","MF","fr Ligue 1",20,2004,31.7,56,1.77,47,0,1,1,2,5,6,0.19,2347,"br BRA","MF","fr Ligue 1",20,2004,31.7,110,74,47,51,12,87,58.6,36,46,14,32,32,142,67,1,2347,"br BRA","MF","fr Ligue 1",20,2004,31.7,1983,108,634,1159,213,36,1983,37,18,48.6,14,37.8,1015,4117,2383,29,14,3,44,11,1276,26,2892,"br BRA","MF","fr Ligue 1",20,2004,32,2855,89,93.3,31.7,32,89,30,0,NA,0,1.72,55,42,13,0.41,0.85,46.9,53.4,-6.5,-0.21,2347,"br BRA","MF","fr Ligue 1",20,2004,31.7,8,0,0,29,63,0,0,32,74,1,1,0,188,37,24,60.7,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743600,"andrey-santos","Andrey Santos (743600)","https://img.a.transfermarkt.technology/portrait/header/743600-1732576153.png","Andrey Nascimento dos Santos","2004-05-03","Rio de Janeiro","Brazil",180,"Brazil","False","Midfield - Central Midfield","Midfield","right",631,"Chelsea FC","2023-01-01","2030-06-30","adidas","http://www.instagram.com/andreysantos_5/",724,"Bertolucci Sports","","",NA,"","","","","","","","","","2025-06-02",3.5e+07,2025-06-02
"Andrew Omobamidele",1970,"ie IRL","DF","Strasbourg","fr Ligue 1",22,2002,10,6,539,6,0,0,0,0,0,0,5,1,0,0,0,0,0,9,0,0,0,1970,"ie IRL","DF","fr Ligue 1",22,2002,6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1970,"ie IRL","DF","fr Ligue 1",22,2002,6,367,390,94.1,6665,2470,0,0,0,0,0,7,0,0,9,1970,"ie IRL","DF","fr Ligue 1",22,2002,6,390,374,16,11,0,0,0,0,0,0,0,0,367,0,2,1970,"ie IRL","DF","fr Ligue 1",22,2002,6,1,0.17,1,0,0,0,0,0,0,0,1970,"ie IRL","DF","fr Ligue 1",22,2002,6,7,4,4,3,0,5,40,3,12,8,4,8,15,41,0,1970,"ie IRL","DF","fr Ligue 1",22,2002,6,468,80,294,170,5,0,468,2,1,50,0,0,258,1171,606,0,1,0,4,1,324,0,2435,"ie IRL","DF","fr Ligue 1",22,2002,10,539,54,17.6,6,6,78,5,4,19,0,2,9,4,5,0.83,0.58,9.2,9.3,-0.1,-0.01,1970,"ie IRL","DF","fr Ligue 1",22,2002,6,5,1,1,13,7,0,0,8,4,0,1,0,25,9,3,75,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621993,"andrew-omobamidele","Andrew Omobamidele (621993)","https://img.a.transfermarkt.technology/portrait/header/621993-1750770741.png","Andrew Abiola Omobamidele","2002-06-23","Leixlip","Ireland",188,"Ireland  Nigeria","True","Defender - Centre-Back","Defender","right",667,"RC Strasbourg Alsace","2025-07-01","2029-06-30","","http://www.instagram.com/a.omobamidele/",5620,"Elite Project Group ...","","",NA,"","","","","","","","","","2025-06-02",8e+06,2025-06-02
"André Gomes",1021,"pt POR","MF","Lille","fr Ligue 1",31,1993,20,16,1276,14.2,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.3,18,101,28,0,0.09,1021,"pt POR","MF","fr Ligue 1",31,1993,14.2,0,11,3,27.3,0.78,0.21,0,0,24.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,1021,"pt POR","MF","fr Ligue 1",31,1993,14.2,861,963,89.4,14106,3490,0,0.7,1.7,-0.7,10,96,15,1,101,1021,"pt POR","MF","fr Ligue 1",31,1993,14.2,963,937,25,21,5,11,11,4,0,0,0,0,861,1,11,1021,"pt POR","MF","fr Ligue 1",31,1993,14.2,26,1.83,24,0,2,0,0,0,1,0.07,1021,"pt POR","MF","fr Ligue 1",31,1993,14.2,27,13,9,11,7,31,35.5,20,7,1,6,6,33,11,2,1021,"pt POR","MF","fr Ligue 1",31,1993,14.2,1086,28,178,681,232,13,1086,24,10,41.7,14,58.3,632,2379,1075,18,19,0,25,19,862,28,1265,"pt POR","MF","fr Ligue 1",31,1993,20,1276,64,41.7,14.2,16,77,6,4,12,6,2.05,21,11,10,0.71,0.4,21.3,17,4.2,0.3,1021,"pt POR","MF","fr Ligue 1",31,1993,14.2,3,0,0,24,12,0,11,6,13,0,0,0,92,9,7,56.3,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670710,"andre-gomes","André Gomes (670710)","https://img.a.transfermarkt.technology/portrait/header/670710-1679905817.jpg","André Nogueira Gomes","2004-10-20","Ponte de Lima","Portugal",186,"Portugal","True","Goalkeeper","Goalkeeper","left",2521,"FC Alverca","2025-07-11","2026-06-30","","",NA,"","","",10330,"SL Benfica B","2028-06-30","","","","","","","","2025-06-22",2500000,2025-06-22
"André Ayew",184,"gh GHA","FW","Le Havre","fr Ligue 1",34,1989,27,15,1453,16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.31,0.28,184,"gh GHA","FW","fr Ligue 1",34,1989,16.1,4,22,9,40.9,1.36,0.56,0.18,0.44,12,2,0,0,4.3,4.3,0.21,-0.3,-0.3,184,"gh GHA","FW","fr Ligue 1",34,1989,16.1,181,238,76.1,2231,272,1,0.2,0.3,0.8,8,7,3,0,18,184,"gh GHA","FW","fr Ligue 1",34,1989,16.1,238,196,42,1,0,0,7,3,0,0,0,0,181,0,10,184,"gh GHA","FW","fr Ligue 1",34,1989,16.1,20,1.24,15,0,1,2,2,0,1,0.06,184,"gh GHA","FW","fr Ligue 1",34,1989,16.1,18,10,3,7,8,13,53.8,6,9,2,7,3,21,21,1,184,"gh GHA","FW","fr Ligue 1",34,1989,16.1,378,21,44,207,134,40,378,13,5,38.5,7,53.8,159,641,164,5,3,3,26,26,226,43,228,"gh GHA","FW","fr Ligue 1",34,1989,27,1453,54,47.5,16.1,15,77,5,12,25,0,1.04,18,35,-17,-1.05,-0.27,17.6,32,-14.3,-0.89,184,"gh GHA","FW","fr Ligue 1",34,1989,16.1,2,0,0,19,30,6,7,3,10,0,0,0,26,37,63,37,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45403,"andre-ayew","André Ayew (45403)","https://img.a.transfermarkt.technology/portrait/header/45403-1668429304.jpg","André Morgan Rami Ayew","1989-12-17","Seclin","Ghana",175,"Ghana  France","True","Attack - Centre-Forward","Attack","left",515,"Without Club","2025-07-01","","","http://twitter.com/AyewAndre",440,"Wasserman","","",NA,"","","","","","","","","","2025-06-02",6e+05,2025-06-02
"Anass Zaroury",2825,"ma MAR","FW","Lens","fr Ligue 1",23,2000,28,16,1405,15.6,2,2,4,2,0,0,3,1,1.7,1.7,2.9,4.6,49,65,107,0.26,0.29,2825,"ma MAR","FW,MF","fr Ligue 1",23,2000,15.6,2,35,12,34.3,2.24,0.77,0.06,0.17,22.4,0,0,0,1.7,1.7,0.05,0.3,0.3,2825,"ma MAR","FW,MF","fr Ligue 1",23,2000,15.6,506,746,67.8,8251,2733,2,2.9,3.3,-0.9,35,39,34,13,65,2825,"ma MAR","FW,MF","fr Ligue 1",23,2000,15.6,746,661,82,17,3,5,125,14,39,27,4,0,506,3,31,2825,"ma MAR","FW,MF","fr Ligue 1",23,2000,15.6,72,4.61,49,14,2,4,3,0,4,0.26,2825,"ma MAR","FW,MF","fr Ligue 1",23,2000,15.6,23,17,6,12,5,26,34.6,17,9,0,9,6,29,15,0,2825,"ma MAR","FW,MF","fr Ligue 1",23,2000,15.6,893,11,106,387,408,26,893,35,17,48.6,18,51.4,541,2941,1437,49,41,8,27,14,660,107,3473,"ma MAR","FW,MF","fr Ligue 1",23,2000,28,1405,50,45.9,15.6,16,74,4,12,19,4,1.39,26,22,4,0.26,0.31,29.5,22.1,7.4,0.48,2825,"ma MAR","FW,MF","fr Ligue 1",23,2000,15.6,3,1,1,13,24,2,125,6,17,1,0,0,59,2,5,28.6,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491296,"anass-zaroury","Anass Zaroury (491296)","https://img.a.transfermarkt.technology/portrait/header/491296-1756043546.png","أنس الزعروري","2000-11-07","Mechelen","Morocco",176,"Morocco  Belgium","True","Attack - Left Winger","Attack","right",265,"Panathinaikos FC","2025-08-03","2026-06-30","","http://instagram.com/zaroury_",10591,"SBB Global","Option to buy","",826,"RC Lens","2028-06-30","","","","","","","","2025-06-02",8e+06,2025-06-02
"Amine Salama",2307,"fr FRA","FW","Reims","fr Ligue 1",24,2000,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,12,9,28,0,0.25,2307,"fr FRA","FW","fr Ligue 1",24,2000,4.1,0,9,3,33.3,2.17,0.72,0,0,16.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7,2307,"fr FRA","FW","fr Ligue 1",24,2000,4.1,62,82,75.6,976,197,0,0.3,0.2,-0.3,5,5,2,0,9,2307,"fr FRA","FW","fr Ligue 1",24,2000,4.1,82,75,7,0,0,2,4,0,0,0,0,0,62,0,4,2307,"fr FRA","FW","fr Ligue 1",24,2000,4.1,8,1.93,5,0,0,2,0,1,0,0,2307,"fr FRA","FW","fr Ligue 1",24,2000,4.1,3,2,0,2,1,3,0,3,2,1,1,1,4,0,0,2307,"fr FRA","FW","fr Ligue 1",24,2000,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28,2846,"fr FRA","FW","fr Ligue 1",24,2000,17,373,22,12.2,4.1,2,68,0,15,16,2,1.29,4,7,-3,-0.72,-0.36,5.3,7.9,-2.6,-0.63,2307,"fr FRA","FW","fr Ligue 1",24,2000,4.1,0,0,0,2,1,5,4,1,2,0,0,0,11,2,3,40,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980576,"amine-salama","Amine Salama (980576)","https://img.a.transfermarkt.technology/portrait/header/980576-1739282558.jpg","","2000-07-18","Paris","France",192,"France  Morocco","True","Attack - Centre-Forward","Attack","right",1421,"Stade Reims","2023-07-01","2027-06-30","","http://instagram.com/amine__75",14703,"Elite 19 sports ...","","",NA,"","","","","","","","","","2025-06-16",1500000,2025-06-16
"Amine Harit",1127,"ma MAR","MF","Marseille","fr Ligue 1",27,1997,13,8,519,5.8,2,4,6,2,0,0,1,1,0.8,0.8,2.4,3.2,13,35,34,1.04,0.56,1127,"ma MAR","MF","fr Ligue 1",27,1997,5.8,2,8,5,62.5,1.39,0.87,0.25,0.4,19.1,1,0,0,0.8,0.8,0.1,1.2,1.2,1127,"ma MAR","MF","fr Ligue 1",27,1997,5.8,213,255,83.5,2938,865,4,2.4,1.5,1.6,19,18,8,0,35,1127,"ma MAR","MF","fr Ligue 1",27,1997,5.8,255,232,18,7,4,1,7,0,6,3,1,0,213,5,6,1127,"ma MAR","MF","fr Ligue 1",27,1997,5.8,33,5.72,27,2,1,0,2,1,8,1.39,1127,"ma MAR","MF","fr Ligue 1",27,1997,5.8,8,7,0,6,2,2,50,1,6,0,6,3,11,1,1,1127,"ma MAR","MF","fr Ligue 1",27,1997,5.8,313,1,26,159,131,20,313,20,8,40,9,45,221,1151,563,13,16,4,15,12,259,34,1392,"ma MAR","MF","fr Ligue 1",27,1997,13,519,40,17,5.8,8,59,0,5,10,6,2,19,7,12,2.08,1.55,11.6,7.3,4.3,0.74,1127,"ma MAR","MF","fr Ligue 1",27,1997,5.8,1,1,0,6,15,0,7,3,7,1,0,0,24,1,5,16.7,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372711,"amine-harit","Amine Harit (372711)","https://img.a.transfermarkt.technology/portrait/header/372711-1666815306.jpg","أمين حاريث","1997-06-18","Pontoise","Morocco",180,"Morocco  France","True","Midfield - Attacking Midfield","Midfield","right",6890,"Basaksehir FK","2025-09-12","2026-06-30","adidas","http://twitter.com/Amine_000",1881,"Sport Cover","Option to buy","",244,"Olympique Marseille","2027-06-30","","","","","","","","2025-06-02",8e+06,2025-06-02
"Amine Gouiri",1048,"dz ALG","FW","Marseille","fr Ligue 1",24,2000,14,12,1048,11.6,10,3,13,10,0,0,0,0,8.4,8.4,3.6,12.1,17,20,97,1.12,1.04,1048,"dz ALG","FW,MF","fr Ligue 1",24,2000,11.6,10,51,24,47.1,4.38,2.06,0.2,0.42,15.2,1,0,0,8.4,8.4,0.17,1.6,1.6,1048,"dz ALG","FW,MF","fr Ligue 1",24,2000,11.6,284,351,80.9,3844,846,3,3.6,2.5,-0.6,26,8,8,0,20,1048,"dz ALG","FW,MF","fr Ligue 1",24,2000,11.6,351,271,79,6,1,0,57,0,49,19,28,0,284,1,5,1048,"dz ALG","FW,MF","fr Ligue 1",24,2000,11.6,56,4.81,24,18,3,10,1,0,7,0.6,1048,"dz ALG","FW,MF","fr Ligue 1",24,2000,11.6,5,5,0,1,4,3,66.7,1,9,0,9,1,6,1,0,1048,"dz ALG","FW,MF","fr Ligue 1",24,2000,11.6,472,3,15,150,311,82,472,22,10,45.5,11,50,248,1021,451,17,10,11,22,15,328,97,1298,"dz ALG","FW,MF","fr Ligue 1",24,2000,14,1048,75,34.2,11.6,12,82,6,2,32,0,1.79,27,18,9,0.77,-0.03,25.2,14,11.1,0.96,1048,"dz ALG","FW,MF","fr Ligue 1",24,2000,11.6,0,0,0,11,7,5,57,1,5,0,0,0,24,2,10,16.7,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418659,"amine-gouiri","Amine Gouiri (418659)","https://img.a.transfermarkt.technology/portrait/header/418659-1649428727.jpg","Amine Ferid Gouiri","2000-02-16","Bourgoin-Jallieu","Algeria",181,"Algeria  France","True","Attack - Centre-Forward","Attack","right",244,"Olympique Marseille","2025-01-31","2029-06-30","","http://www.instagram.com/amine_gouiri/",2252,"HCM Sports ...","","",NA,"","","","","","","","","","2025-06-02",3e+07,2025-06-02
"Amidou Doumbouya",782,"fr FRA","DF","Nice","fr Ligue 1",16,2007,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,782,"fr FRA","DF","fr Ligue 1",16,2007,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,782,"fr FRA","DF","fr Ligue 1",16,2007,0.5,19,25,76,252,66,0,0,0,0,0,0,0,0,1,782,"fr FRA","DF","fr Ligue 1",16,2007,0.5,25,24,1,0,0,0,2,1,0,0,0,0,19,0,2,782,"fr FRA","DF","fr Ligue 1",16,2007,0.5,0,0,0,0,0,0,0,0,0,0,782,"fr FRA","DF","fr Ligue 1",16,2007,0.5,1,1,0,0,1,1,100,0,3,1,2,1,2,1,0,782,"fr FRA","DF","fr Ligue 1",16,2007,0.5,31,2,13,13,5,0,31,1,1,100,0,0,17,87,36,1,0,0,0,1,19,0,968,"fr FRA","DF","fr Ligue 1",16,2007,2,46,23,1.5,0.5,0,NA,0,2,23,4,1.5,1,1,0,0,-0.75,0.8,0.6,0.2,0.41,782,"fr FRA","DF","fr Ligue 1",16,2007,0.5,0,0,0,0,0,0,2,1,1,0,0,0,6,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075574,"amidou-doumbouya","Amidou Doumbouya (1075574)","https://img.a.transfermarkt.technology/portrait/header/1075574-1756823325.jpg","","2007-08-05","Bourges","France",182,"France  Guinea","True","Defender - Centre-Back","Defender","left",3612,"Al-Ahli SC","2025-09-04","2026-06-30","","http://instagram.com/a.doumbouya8?igshid=NTc4MTIwNjQ2YQ==",NA,"","","",26091,"Al-Duhail SC","","","","","","","","","2025-06-02",2e+05,2025-06-02
